production_companies_list,faturamento_total,faturamento_media,faturamento_menor,faturamento_maior,count,budget_total,budget_media,budget_menor,budget_maior
Village-A.M. Partnership,108000000,108000000.0,108000000,108000000,1,75000000,75000000.0,75000000,75000000
Metro Voices,107944236,107944236.0,107944236,107944236,1,86000000,86000000.0,86000000,86000000
Avalanche Productions,107944236,107944236.0,107944236,107944236,1,86000000,86000000.0,86000000,86000000
Himenóptero,107941017,26985254.25,12277353,39457342,4,107541684,26885421.0,4735684,70000000
Cineclick Asia,107923265,26980816.25,2032404,88489643,4,18950000,4737500.0,950000,11000000
Harvey Bernhard Productions,107912717,35970905.666666664,20471382,60922980,3,14600000,4866666.666666667,2800000,6800000
Silverwood Films,107842537,17973756.166666668,1344544,47135966,6,60700000,10116666.666666666,700000,28000000
Police Academy Productions,107600000,107600000.0,107600000,107600000,1,12000000,12000000.0,12000000,12000000
Vortex/Henkel/Hooper,107363905,107363905.0,107363905,107363905,1,16000000,16000000.0,16000000,16000000
Chainsaw Productions LLC,107363905,107363905.0,107363905,107363905,1,9500000,9500000.0,9500000,9500000
Texas Chainsaw Productions,107363905,107363905.0,107363905,107363905,1,16000000,16000000.0,16000000,16000000
ApolloMedia,107134007,21426801.4,8112712,41400000,5,187250000,37450000.0,8000000,80000000
La Région Île-de-France,106980415,10698041.5,82264,25346148,10,160687048,16068704.8,4000000,33746302
Egg Pictures,106683817,106683817.0,106683817,106683817,1,31000000,31000000.0,31000000,31000000
Estudios Picasso,106580180,53290090.0,23321954,83258226,2,43000000,21500000.0,19000000,24000000
Bryna Productions,106506029,26626507.25,8400000,60000000,4,54000000,13500000.0,10000000,20000000
Piki Films,106384615,53192307.5,23915910,82468705,2,16500000,8250000.0,2500000,14000000
Rational Packaging Company,106371651,106371651.0,106371651,106371651,1,41300000,41300000.0,41300000,41300000
Lansdown Films,106371651,106371651.0,106371651,106371651,1,41300000,41300000.0,41300000,41300000
The Charlie Mopic Company,106269971,106269971.0,106269971,106269971,1,31000000,31000000.0,31000000,31000000
Spanky Pictures,106204194,53102097.0,22921898,83282296,2,65000000,32500000.0,12000000,53000000
The Hideaway Entertainment,106169876,53084938.0,39861118,66308758,2,77000000,38500000.0,35000000,42000000
Cinema City Films,105900000,105900000.0,105900000,105900000,1,23000000,23000000.0,23000000,23000000
Seville International,105887593,35295864.333333336,408680,98690254,3,36800000,12266666.666666666,6800000,20000000
Phantasma Films,105758649,52879324.5,45431,105713218,2,72000000,36000000.0,2000000,70000000
Prescience,105515438,17585906.333333332,4791599,45967935,6,55500000,9250000.0,6000000,12500000
PISF,105436652,15062378.857142856,102986,42187665,7,55309197,7901313.857142857,1300000,25000000
Reforma Films,105316267,105316267.0,105316267,105316267,1,88000000,88000000.0,88000000,88000000
AZL Productions KG,105178561,105178561.0,105178561,105178561,1,60000000,60000000.0,60000000,60000000
MFP Munich Film Partners,105178561,105178561.0,105178561,105178561,1,60000000,60000000.0,60000000,60000000
Phase 1 Productions,105178561,105178561.0,105178561,105178561,1,60000000,60000000.0,60000000,60000000
Hand Made Films,104945765,104945765.0,104945765,104945765,1,70000000,70000000.0,70000000,70000000
Lawrence Turman Films,104945305,104945305.0,104945305,104945305,1,3000000,3000000.0,3000000,3000000
Road Movies,104856529,14979504.142857144,105983,76578641,7,39065069,5580724.142857143,1746964,12000000
Fragile Films,104791599,52395799.5,4791599,100000000,2,35000000,17500000.0,10000000,25000000
1212 Entertainment,104545505,104545505.0,104545505,104545505,1,25000000,25000000.0,25000000,25000000
Rolling Hills,104545505,104545505.0,104545505,104545505,1,25000000,25000000.0,25000000,25000000
Straight Up Films,104436542,52218271.0,1397284,103039258,2,125000000,62500000.0,25000000,100000000
Ollin Studio,104399548,104399548.0,104399548,104399548,1,49000000,49000000.0,49000000,49000000
Blue Train Productions,104391623,104391623.0,104391623,104391623,1,60000000,60000000.0,60000000,60000000
Cutting Edge Films,104324083,104324083.0,104324083,104324083,1,60000000,60000000.0,60000000,60000000
United International Pictures,104172088,52086044.0,1317657,102854431,2,64000000,32000000.0,6000000,58000000
Katira Productions GmbH & Co. KG,104155843,104155843.0,104155843,104155843,1,33000000,33000000.0,33000000,33000000
Caro-McLeod,104155843,104155843.0,104155843,104155843,1,33000000,33000000.0,33000000,33000000
ICO,104042449,14863207.0,1200000,32511655,7,83445023,11920717.57142857,1500000,33000000
Flic Films UK,103966489,103966489.0,103966489,103966489,1,40000000,40000000.0,40000000,40000000
Saw Productions Inc.,103911669,103911669.0,103911669,103911669,1,1200000,1200000.0,1200000,1200000
GP Snake Eyes Productions,103891409,103891409.0,103891409,103891409,1,73000000,73000000.0,73000000,73000000
DeBart,103891409,103891409.0,103891409,103891409,1,73000000,73000000.0,73000000,73000000
12 Gauge Productions,103800000,103800000.0,103800000,103800000,1,9000000,9000000.0,9000000,9000000
INCAA,103734985,17289164.166666668,2852915,33965843,6,24200000,4033333.3333333335,2000000,6700000
White Noise Factory,103590271,103590271.0,103590271,103590271,1,5000000,5000000.0,5000000,5000000
Hasbro Studios,103590271,103590271.0,103590271,103590271,1,5000000,5000000.0,5000000,5000000
Comedy Central Films,103479764,51739882.0,20342161,83137603,2,31000000,15500000.0,10000000,21000000
T-Series,103478164,34492721.333333336,16000000,55478164,3,14551000,4850333.333333333,1300000,8751000
Gladden Entertainment,103305072,17217512.0,2777280,42721196,6,57500000,9583333.333333334,6000000,13000000
Savoy Pictures,103141986,17190331.0,7820688,25842000,6,101000000,16833333.333333332,6000000,30000000
Route One Entertainment,103080433,20616086.6,2084628,37461274,5,133500000,26700000.0,8000000,50000000
Melville-Talbot Productions,103000000,103000000.0,103000000,103000000,1,35000000,35000000.0,35000000,35000000
Michaels-Goldwyn,102967608,34322536.0,9322895,64444713,3,65000000,21666666.666666668,10000000,30000000
Runteam III Ltd.,102911768,51455884.0,42580321,60331447,2,95000000,47500000.0,45000000,50000000
Landscape Entertainment,102527975,51263987.5,33683200,68844775,2,40000000,20000000.0,18000000,22000000
New Amsterdam Entertainment,102370261,51185130.5,91549,102278712,2,27000000,13500000.0,1000000,26000000
Hoytyboy Pictures,102338515,102338515.0,102338515,102338515,1,80000000,80000000.0,80000000,80000000
Nigel Productions,102338515,102338515.0,102338515,102338515,1,80000000,80000000.0,80000000,80000000
Sir Zip Studios,102338515,102338515.0,102338515,102338515,1,80000000,80000000.0,80000000,80000000
George Roy Hill-Paul Monash Production,102308889,102308889.0,102308889,102308889,1,6000000,6000000.0,6000000,6000000
Newman-Foreman Company,102308889,102308889.0,102308889,102308889,1,6000000,6000000.0,6000000,6000000
Campanile Productions,102308889,102308889.0,102308889,102308889,1,6000000,6000000.0,6000000,6000000
Burg/Koules Productions,102244770,102244770.0,102244770,102244770,1,36000000,36000000.0,36000000,36000000
Panther,102223269,102223269.0,102223269,102223269,1,37500000,37500000.0,37500000,37500000
Nextainment Pictures (Wuxi),102205175,102205175.0,102205175,102205175,1,50000000,50000000.0,50000000,50000000
Beijing Going Zoom Media,102205175,102205175.0,102205175,102205175,1,50000000,50000000.0,50000000,50000000
Shan Dong Satellite TV Media,102205175,102205175.0,102205175,102205175,1,50000000,50000000.0,50000000,50000000
J.Q. Pictures,102205175,102205175.0,102205175,102205175,1,50000000,50000000.0,50000000,50000000
Mango Entertainment,102205175,102205175.0,102205175,102205175,1,50000000,50000000.0,50000000,50000000
Studio 8,102203729,25550932.25,9464308,35808437,4,190000000,47500000.0,29000000,70000000
HopeTown Entertainment,102137047,34045682.333333336,2500000,89137047,3,46000000,15333333.333333334,11000000,20000000
Kevin Downes Productions,102095931,51047965.5,16069730,86026201,2,19000000,9500000.0,7000000,12000000
Prototype,101758490,101758490.0,101758490,101758490,1,1000000,1000000.0,1000000,1000000
Pacific Film and Television Commission,101449745,25362436.25,5048693,51417188,4,50000000,12500000.0,2000000,20000000
Internationale Scarena Filmproduktionsgesellschaft 2,101344412,101344412.0,101344412,101344412,1,39000000,39000000.0,39000000,39000000
Sighvatsson Films,101251684,50625842.0,43474578,57777106,2,92000000,46000000.0,26000000,66000000
Stars Road Entertainment,101251352,50625676.0,22942221,78309131,2,80000000,40000000.0,20000000,60000000
Haunted Movies,101036768,50518384.0,1165882,99870886,2,3000000,1500000.0,1500000,1500000
Knickerbocker Films,100853753,100853753.0,100853753,100853753,1,63000000,63000000.0,63000000,63000000
Atman Entertainment,100853753,100853753.0,100853753,100853753,1,63000000,63000000.0,63000000,63000000
Silent Hill DCP Inc.,100605135,100605135.0,100605135,100605135,1,50000000,50000000.0,50000000,50000000
Nvizage,100541806,100541806.0,100541806,100541806,1,58000000,58000000.0,58000000,58000000
Ross Hunter Productions,100489151,100489151.0,100489151,100489151,1,10000000,10000000.0,10000000,10000000
Artina Films,100468207,25117051.75,10765283,35485056,4,48500000,12125000.0,7000000,22500000
Universal Pictures International (UPI),100402263,25100565.75,3012210,39273021,4,20400000,5100000.0,2000000,13000000
Daniel Bobker Productions,100324634,50162317.0,6340723,93983911,2,58000000,29000000.0,15000000,43000000
Mandalay Vision,100263635,16710605.833333334,1671196,47088990,6,76500000,12750000.0,3500000,20000000
Wild Things Productions,100140916,100140916.0,100140916,100140916,1,100000000,100000000.0,100000000,100000000
Further Pictures,100020092,100020092.0,100020092,100020092,1,50000000,50000000.0,50000000,50000000
TGIM Films,100014025,100014025.0,100014025,100014025,1,30000000,30000000.0,30000000,30000000
3 in the Box,100006877,50003438.5,14109284,85897593,2,55000000,27500000.0,25000000,30000000
Mad Max Films,100000000,100000000.0,100000000,100000000,1,350000,350000.0,350000,350000
Crossroads,100000000,100000000.0,100000000,100000000,1,350000,350000.0,350000,350000
Samuel Goldwyn Company,99912900,14273271.42857143,222559,48102795,7,85850000,12264285.714285715,350000,40000000
Universal City Studios,99816343,49908171.5,5600000,94216343,2,60000000,30000000.0,15000000,45000000
Transfilm International,99798801,33266267.0,13082071,71416730,3,49900000,16633333.333333334,10000000,28000000
Constellation Entertainment,99588849,49794424.5,45916769,53672080,2,98000000,49000000.0,40000000,58000000
Partnership Films,99318987,99318987.0,99318987,99318987,1,66000000,66000000.0,66000000,66000000
Starlite Films,99318987,99318987.0,99318987,99318987,1,66000000,66000000.0,66000000,66000000
MP Inka,99255460,99255460.0,99255460,99255460,1,35000000,35000000.0,35000000,35000000
Black & White Productions,99255460,99255460.0,99255460,99255460,1,35000000,35000000.0,35000000,35000000
Chako Film Company,99188165,49594082.5,16000000,83188165,2,24660000,12330000.0,660000,24000000
Entertainment Studios Motion Pictures,99174797,49587398.5,36976336,62198461,2,60500000,30250000.0,5500000,55000000
Ram Bergman Productions,99171366,16528561.0,129706,47042000,6,122000000,20333333.333333332,4000000,30000000
Televisa,99067206,99067206.0,99067206,99067206,1,5500000,5500000.0,5500000,5500000
Pinema,99067206,99067206.0,99067206,99067206,1,5500000,5500000.0,5500000,5500000
BET Films,98919101,49459550.5,29152618,69766483,2,39000000,19500000.0,19000000,20000000
Jean Doumanian Productions,98710908,32903636.0,10686841,74188937,3,55000000,18333333.333333332,10000000,25000000
Underworld Entertainment,98705294,49352647.0,24147179,74558115,2,45000000,22500000.0,10000000,35000000
Rohit Shetty Productionz,98700000,49350000.0,37700000,61000000,2,39000000,19500000.0,13000000,26000000
Rocklin / Faust,98690254,98690254.0,98690254,98690254,1,20000000,20000000.0,20000000,20000000
First Look Media,98690254,98690254.0,98690254,98690254,1,20000000,20000000.0,20000000,20000000
Ontario Creates,98542097,32847365.666666668,2600000,91542097,3,45500000,15166666.666666666,5000000,27000000
Jet Tone Films,98487125,32829041.666666668,14204632,64076736,3,16010000,5336666.666666667,150000,12000000
L.A. Reid Media,98441954,98441954.0,98441954,98441954,1,13000000,13000000.0,13000000,13000000
Magical Elves,98441954,98441954.0,98441954,98441954,1,13000000,13000000.0,13000000,13000000
Scooter Braun Films,98441954,98441954.0,98441954,98441954,1,13000000,13000000.0,13000000,13000000
The Island Def Jam Music Group,98441954,98441954.0,98441954,98441954,1,13000000,13000000.0,13000000,13000000
ApolloProScreen Filmproduktion,98410061,98410061.0,98410061,98410061,1,6500000,6500000.0,6500000,6500000
Harris Company,98410061,98410061.0,98410061,98410061,1,6500000,6500000.0,6500000,6500000
Bull's Eye Entertainment,98410061,98410061.0,98410061,98410061,1,6500000,6500000.0,6500000,6500000
Froniter Works Comic,98341998,49170999.0,10371998,87970000,2,12228230,6114115.0,4700000,7528230
Riddick Canada Productions,98337295,98337295.0,98337295,98337295,1,38000000,38000000.0,38000000,38000000
Aversano Films,98159963,98159963.0,98159963,98159963,1,75000000,75000000.0,75000000,75000000
Geisler-Roberdeau,98126565,98126565.0,98126565,98126565,1,52000000,52000000.0,52000000,52000000
Crescendo Productions,97928339,32642779.666666668,19560274,54837234,3,41000000,13666666.666666666,6000000,22000000
Jessie Nelson Productions,97838349,97838349.0,97838349,97838349,1,100000000,100000000.0,100000000,100000000
Migdal Filmes,97683243,32561081.0,20552094,39273021,3,6000000,2000000.0,2000000,2000000
A-Team,97625258,48812629.0,2725258,94900000,2,38800000,19400000.0,3800000,35000000
DEG,97578276,10842030.666666666,3916303,31042035,9,89300000,9922222.222222222,3500000,18000000
LPPTV,97571250,97571250.0,97571250,97571250,1,64000000,64000000.0,64000000,64000000
On Entertainment,97571250,97571250.0,97571250,97571250,1,64000000,64000000.0,64000000,64000000
Covert Media,97530779,32510259.666666668,242115,94073028,3,44500000,14833333.333333334,11500000,21000000
Downtown Filmes,97480399,24370099.75,2000000,37858128,4,46807171,11701792.75,2000000,39307171
Chatrone,97437106,97437106.0,97437106,97437106,1,50000000,50000000.0,50000000,50000000
TSG Entertainment II,97250903,97250903.0,97250903,97250903,1,50000000,50000000.0,50000000,50000000
JuVee Productions,97250903,97250903.0,97250903,97250903,1,50000000,50000000.0,50000000,50000000
Laurinfilm,97124261,48562130.5,1415804,95708457,2,32000000,16000000.0,10000000,22000000
DOS,96976270,96976270.0,96976270,96976270,1,68000000,68000000.0,68000000,68000000
Reperage,96976270,96976270.0,96976270,96976270,1,68000000,68000000.0,68000000,68000000
Saticoy Productions,96900000,48450000.0,30900000,66000000,2,6500000,3250000.0,2500000,4000000
Thirteen Productions,96455697,96455697.0,96455697,96455697,1,37000000,37000000.0,37000000,37000000
Brothers Dowdle Productions,96318872,48159436.0,41900000,54418872,2,10000000,5000000.0,5000000,5000000
BlueEyes Productions,96262212,96262212.0,96262212,96262212,1,25000000,25000000.0,25000000,25000000
Farraday Films,96262212,96262212.0,96262212,96262212,1,25000000,25000000.0,25000000,25000000
Paul Schiff Productions,96241120,32080373.333333332,4350774,86865564,3,44000000,14666666.666666666,9000000,20000000
Neo Art & Logic,96230143,24057535.75,658573,47053625,4,79200000,19800000.0,3200000,38000000
Miller-Milkis Productions,96079064,48039532.0,45000000,51079064,2,11500000,5750000.0,5000000,6500000
Hungarian National Film Office,96047633,96047633.0,96047633,96047633,1,37000000,37000000.0,37000000,37000000
